dataset,kernel,svm.C,svm.poly.degree,svm.poly.gamma,svm.custom_hermite.degree,svm.custom_gegen.degree,svm.custom_gegen.alpha,accuracy,accuracy_std,train_accuracy,train_accuracy_std,f1_score,f1_score_std,train_f1_score,train_f1_score_std,precision,precision_std,train_precision,train_precision_std,recall,recall_std,train_recall,train_recall_std,support_vector_acc,support_vector_std,train_time
ionosphere,GEGEN,1,,,,4.0,0.0,64.1031746031746,1.348762765549386,64.10257183041995,0.14940042225940578,50.08910987775303,1.698125914029281,50.08023896355785,0.18781552792095413,41.110361552028216,1.7344319506473285,41.09162035760319,0.19147463736238812,64.1031746031746,1.348762765549386,64.10257183041995,0.14940042225940578,71.79485633916013,0.2988008445188029,1.387368299998343
ionosphere,AL-SALAM,1,,,,,,91.75396825396825,4.6365035892232225,100.0,0.0,91.80722234766664,4.594704042764773,100.0,0.0,92.20537054387987,4.430738631732767,100.0,0.0,91.75396825396825,4.6365035892232225,100.0,0.0,52.29485633916014,1.008516864348652,12.886293200077489
breast,LINEAR,1,,,,,,96.6389599317988,2.2625609833642457,97.3321416276052,0.32610493473964663,96.63916956946352,2.2626129662977457,97.33617797826149,0.3245841997016623,96.7310734672792,2.227736013001539,97.3461170084413,0.3206897649111038,96.6389599317988,2.2625609833642457,97.3321416276052,0.32610493473964663,8.003628081883425,0.482527292075346,0.14928190014325082
breast,POLY,1,4.0,"['scale', 'auto']",,,,96.64322250639387,2.7556522775109675,97.60872328592993,0.3249210979997964,96.64628803635165,2.7615356559963637,97.61297711794641,0.3236646350379511,96.74105159841824,2.744499992728601,97.62400473914627,0.32049646401647147,96.64322250639387,2.7556522775109675,97.60872328592993,0.3249210979997964,8.882074097613941,0.5501971583898351,0.42804659996181726
breast,RBF,1,,,,,,97.0780051150895,2.1569522488833974,97.38094859775958,0.2755798843972037,97.09201737044216,2.1390701054177046,97.38746758698295,0.2738388717755452,97.18375543361695,2.0803863094093966,97.40674449674862,0.2678993948074674,97.0780051150895,2.1569522488833974,97.38094859775958,0.2755798843972037,10.281057175392602,0.7216845780426157,0.24016029993072152
breast,HERMITE,1,,,4.0,,,96.34910485933504,1.9690384201751776,96.71388469585021,0.22707147090902732,96.37133155976014,1.9509004860225287,96.73046029881846,0.22482040689512764,96.50103301405271,1.9001861195294556,96.80246380786684,0.2151782712507207,96.34910485933504,1.9690384201751776,96.71388469585021,0.22707147090902732,11.98914223669924,0.7668911457168788,0.9476101999171078
breast,GEGEN,1,,,,4.0,0.0,65.0063938618926,0.45215951939225274,65.00730912846588,0.050048340687950874,51.22111828470073,0.5736137960310661,51.22138143884033,0.06331588374983987,42.26035691158483,0.5911141189955437,42.25952744960328,0.0650306677020655,65.0063938618926,0.45215951939225274,65.00730912846588,0.050048340687950874,69.98538174306823,0.10009668137589846,2.098016600124538
breast,AL-SALAM,1,,,,,,94.00468883205457,3.3619535459774275,100.0,0.0,93.94188131828089,3.4217626457653068,100.0,0.0,94.16184138099146,3.3130957449468137,100.0,0.0,94.00468883205457,3.3619535459774275,100.0,0.0,18.67519398321019,0.9754036349352342,3.8331385001074523
australian,LINEAR,1,,,,,,85.50724637681158,4.762804847871008,85.65217391304347,0.5165544261624928,85.5143723606629,4.7721338059911025,85.68661518763614,0.5176080706332389,86.8348171626719,4.178139533141715,86.81545864226186,0.4365749300532398,85.50724637681158,4.762804847871008,85.65217391304347,0.5165544261624928,31.04669887278583,1.7519063148417575,0.22933010011911392
australian,POLY,1,4.0,"['scale', 'auto']",,,,85.65217391304347,4.511415193122721,87.26247987117553,0.4523211563667698,85.66710458082603,4.509715342240331,87.30007200785087,0.4516323582704323,86.49646786504577,3.9266577771402202,87.84681013208571,0.41989856932973463,85.65217391304347,4.511415193122721,87.26247987117553,0.4523211563667698,32.97906602254427,0.9973502458745256,0.46527589997276664
australian,RBF,1,,,,,,85.50724637681158,4.762804847871008,85.84541062801932,0.4165061886111921,85.5143723606629,4.7721338059911025,85.88064074614611,0.4180913242102394,86.8348171626719,4.178139533141715,86.96050776085089,0.3401573831187425,85.50724637681158,4.762804847871008,85.84541062801932,0.4165061886111921,35.410628019323674,0.9727367671844733,0.2746766998898238
australian,HERMITE,1,,,4.0,,,84.20289855072465,6.332189065203905,85.34621578099839,1.8598859540072024,84.14674623923194,6.376940157681352,85.32507945350345,1.978471730309226,84.72844184336466,5.930834022221065,85.63163532746294,1.7524468615434978,84.20289855072465,6.332189065203905,85.34621578099839,1.8598859540072024,67.90660225442834,2.0331348314679007,1.5854670000262558
australian,GEGEN,1,,,,4.0,0.0,55.507246376811594,0.6641414050660617,55.507246376811594,0.07379348945178518,39.62819991873222,0.7810385682630525,39.62589171735376,0.08653119614324026,30.814954841419873,0.7411433071027046,30.810598458151496,0.08187393596180598,55.507246376811594,0.6641414050660617,55.507246376811594,0.07379348945178518,88.98550724637681,0.14758697890356712,4.586327800061554
australian,AL-SALAM,1,,,,,,76.23188405797102,4.405415696687149,99.56521739130434,0.1618337459117703,76.10900131956166,4.381064148953715,99.56519065931418,0.16183532379123158,76.31749689040556,4.351400244251892,99.56553047336637,0.16204107393959408,76.23188405797102,4.405415696687149,99.56521739130434,0.1618337459117703,43.5426731078905,1.8207142061323769,6.803468699799851
german,LINEAR,1,,,,,,76.6,5.063595560468865,78.56666666666666,0.8365862437369367,75.61389838057416,4.99636315230896,77.6504794942523,0.8732842530111334,75.75134845400797,5.286864763922127,77.66949861271787,0.9333173570880515,76.6,5.063595560468865,78.56666666666666,0.8365862437369367,53.37777777777778,0.8376923033320319,0.3630866000894457
german,POLY,1,4.0,"['scale', 'auto']",,,,77.2,3.370459909270544,84.75555555555555,0.32508308529617364,75.65115705764399,4.201167530413741,84.01365406886748,0.43874258081631845,75.95339693299904,4.095923626047699,84.61945558960554,0.2739616724876346,77.2,3.370459909270544,84.75555555555555,0.32508308529617364,56.4,0.9245619583428755,0.916074600070715
german,RBF,1,,,,,,75.6,4.103656905736639,80.92222222222223,0.6305983832738974,73.24905622329096,4.590949533647281,79.38041086241056,0.8096982581118265,74.2418199603798,5.245793214935967,80.72701476166128,0.6593762585627068,75.6,4.103656905736639,80.92222222222223,0.6305983832738974,59.91111111111111,0.6953105709849767,0.4977367001120001
german,HERMITE,1,,,4.0,,,70.0,0.0,70.0,0.0,57.647058823529406,0.0,57.647058823529406,0.0,49.00000000000001,5.551115123125783e-15,49.00000000000001,5.551115123125783e-15,70.0,0.0,70.0,0.0,66.53333333333333,0.31739681904634826,6.366665899986401
german,GEGEN,1,,,,4.0,0.0,70.0,0.0,70.0,0.0,57.647058823529406,0.0,57.647058823529406,0.0,49.00000000000001,5.551115123125783e-15,49.00000000000001,5.551115123125783e-15,70.0,0.0,70.0,0.0,60.0,0.0,15.928222800139338
german,AL-SALAM,1,,,,,,71.0,2.5298221281347026,100.0,0.0,63.96435601162027,3.4808146888781484,100.0,0.0,67.46539010467067,6.715379087839992,100.0,0.0,71.0,2.5298221281347026,100.0,0.0,94.91111111111111,0.39690157998870723,13.800099600106478
heart,LINEAR,1,,,,,,83.33333333333334,5.037581669902015,85.39094650205762,0.5597312966557769,83.13424865953849,5.255833583003378,85.3554648470434,0.5678725917525745,84.09608660937351,4.99811737588252,85.38984050148265,0.5604997594971431,83.33333333333334,5.037581669902015,85.39094650205762,0.5597312966557769,37.572016460905346,1.2075226955655303,0.1168421998154372
heart,POLY,1,4.0,"['scale', 'auto']",,,,82.5925925925926,4.074074074074073,88.93004115226336,0.6227467469309302,82.44297026998423,4.197524658986107,88.8939718232159,0.6259753457953104,83.27251729560811,3.9108244861715438,88.96475352068445,0.6288157981255619,82.5925925925926,4.074074074074073,88.93004115226336,0.6227467469309302,43.20987654320989,1.2617045034366987,0.1568362999241799
heart,RBF,1,,,,,,82.96296296296296,5.289946984105815,86.70781893004117,0.5834340279324226,82.73782688208222,5.505284947741927,86.63620970088131,0.5988039162526664,83.64153099795514,4.983341223238772,86.8039802682982,0.5601946278972286,82.96296296296296,5.289946984105815,86.70781893004117,0.5834340279324226,49.25925925925925,1.0255091188787755,0.13016399997286499
heart,HERMITE,1,,,4.0,,,67.4074074074074,6.372092790401947,70.08230452674897,2.54379579597129,63.060433255479694,8.55225042244632,66.82947670736608,3.4731523905290365,72.42146621494447,9.194072427422812,75.5822816053367,1.6339368527844857,67.4074074074074,6.372092790401947,70.08230452674897,2.54379579597129,90.08230452674897,0.4673998638518697,0.2510950001887977
heart,GEGEN,1,,,,4.0,0.0,55.55555555555556,0.0,55.55555555555556,0.0,39.682539682539684,0.0,39.682539682539684,0.0,30.864197530864203,0.0,30.864197530864196,0.0,55.55555555555556,0.0,55.55555555555556,0.0,88.88888888888889,0.0,0.36904399981722236
heart,AL-SALAM,1,,,,,,72.96296296296296,8.614595073787413,100.0,0.0,72.49882844027303,8.707473983055838,100.0,0.0,73.61514656367598,8.934814853000534,100.0,0.0,72.96296296296296,8.614595073787413,100.0,0.0,75.67901234567901,1.358024691358025,5.075063100084662
fourclass,LINEAR,1,,,,,,76.92194600374232,2.535598697034476,77.0173428666445,0.3649941860931061,75.81302673632308,2.6261428891778555,76.06389192238152,0.3637569439609341,77.06716845522648,3.234153160136901,76.65018346580116,0.4200278943032416,76.92194600374232,2.535598697034476,77.0173428666445,0.3649941860931061,53.20946125706685,0.7215894954752652,0.2214869000017643
fourclass,POLY,1,4.0,"['scale', 'auto']",,,,80.39828922747928,3.7622298228764,80.48475224476222,0.4201491454727768,78.74656754347873,4.351032738948221,78.97480646775563,0.48968769088422615,81.9882116378014,4.274446142509418,81.89572153105378,0.45103219333007366,80.39828922747928,3.7622298228764,80.48475224476222,0.4201491454727768,45.73335550382441,0.6355868589923884,0.6843026999849826
fourclass,RBF,1,,,,,,80.39695268644748,3.436174212648084,80.51055869637513,0.4291536023676587,78.81509452707276,3.8379735829987065,79.00705263885412,0.48611237924867623,81.95811396499012,4.087086242845828,81.91698869352344,0.49111461284550606,80.39695268644748,3.436174212648084,80.51055869637513,0.4291536023676587,47.782823412038574,0.669444332006157,0.3788298999425024
fourclass,HERMITE,1,,,4.0,,,78.8946805666934,3.777011276316977,79.14414699035584,0.40877945798938564,77.3918670420999,4.214024735059219,77.73990896234949,0.4734371754964626,79.73308262674104,4.777762203637085,79.79209067435463,0.4581194640202864,78.8946805666934,3.777011276316977,79.14414699035584,0.40877945798938564,53.22234785500499,0.7740015641287591,0.6024583999533206
fourclass,GEGEN,1,,,,4.0,0.0,64.38519112536756,0.5035780839985855,64.38515131360161,0.0558090837103797,50.43698255683196,0.635128921001474,50.43580675506606,0.07030402669977445,41.45706427136792,0.649989644649489,41.45450824329198,0.07184673951983823,64.38519112536756,0.5035780839985855,64.38515131360161,0.0558090837103797,71.22969737279682,0.11161816742076092,0.6946560000069439
fourclass,AL-SALAM,1,,,,,,85.8433573910719,2.5002021164191364,86.50404057199867,1.0608944302634717,85.5858681098487,2.542452285251651,86.24099525267891,1.1459653865832693,86.12148571950857,2.7321466705723174,86.48820711750723,1.0338974208187905,85.8433573910719,2.5002021164191364,86.50404057199867,1.0608944302634717,42.89760558696375,0.5454355106864147,1.2338044999632984
